Game Id,points,result,attendance,minutes,field_goals_made,field_goals_att,field_goals_pct,three_points_made,three_points_att,three_points_pct,two_points_made,two_points_att,two_points_pct,blocked_att,free_throws_made,free_throws_att,free_throws_pct,offensive_rebounds,defensive_rebounds,assists,steals,blocks,assists_turnover_ratio,personal_fouls,ejections,foulouts,points,fast_break_pts,second_chance_pts,team_turnovers,points_off_turnovers,team_rebounds,flagrant_fouls,player_tech_fouls,team_tech_fouls,coach_tech_fouls,points_in_paint,team_offensive_rebounds,team_defensive_rebounds,total_rebounds,total_turnovers,personal_rebounds,player_turnovers,field_goals_at_rim_made,field_goals_at_rim_att,field_goals_at_rim_pct,field_goals_at_midrange_made,field_goals_at_midrange_att,field_goals_at_midrange_pct,bench_points,biggest_lead,effective_fg_pct,efficiency,efficiency_game_score,fouls_drawn,offensive_fouls,pls_min,points_in_paint_att,points_in_paint_made,points_in_paint_pct,total_fouls,true_shooting_att,true_shooting_pct,coach_ejections,defensive_rating,offensive_rating,points_against,possessions,opponent_possessions,time_leading,defensive_points_per_possession,offensive_points_per_possession,team_fouls,second_chance_att,second_chance_made,second_chance_pct,fast_break_att,fast_break_made,fast_break_pct,home_away,capacity
2b7b1995-56be-4ad9-85fa-4d485b72c87b,0,loss,18421,4:00:00,34,76,44.7,12,37,32.4,22,39,56.4,5,22,31,71.0,6,32,27,4,7,1.93,19,0,0,102,17,13,0,8,18,0,2,0,1,38,13,5,56,14,38,14,12,16,75.0,3,8,37.5,28,15,52.6,114,78.8,27,3,2,31,19,61.3,20,89.64,56.9,0,104.82180293501,104.465383039738,100,97.64,95.4,19:13,1.02,1.04,1,10,5,50.0,11,8,72.7,home,20491
2b7b1995-56be-4ad9-85fa-4d485b72c87b,0,loss,18421,4:00:00,41,104,39.4,10,35,28.6,31,69,44.9,7,8,10,80.0,23,27,26,7,5,2.89,27,0,0,100,6,25,1,21,10,0,1,0,0,46,5,5,60,10,50,9,14,23,60.9,8,17,47.1,41,8,44.2,98,75.9,19,2,-2,52,23,44.2,27,108.4,46.1,0,104.465383039738,104.82180293501,102,95.4,97.64,25:46,1.07,1.05,0,22,10,45.5,9,3,33.3,away,20491
