Game Id,points,result,attendance,minutes,field_goals_made,field_goals_att,field_goals_pct,three_points_made,three_points_att,three_points_pct,two_points_made,two_points_att,two_points_pct,blocked_att,free_throws_made,free_throws_att,free_throws_pct,offensive_rebounds,defensive_rebounds,assists,steals,blocks,assists_turnover_ratio,personal_fouls,ejections,foulouts,points,fast_break_pts,second_chance_pts,team_turnovers,points_off_turnovers,team_rebounds,flagrant_fouls,player_tech_fouls,team_tech_fouls,coach_tech_fouls,points_in_paint,team_offensive_rebounds,team_defensive_rebounds,total_rebounds,personal_rebounds,player_turnovers,pls_min,effective_fg_pct,bench_points,points_in_paint_att,points_in_paint_made,points_in_paint_pct,true_shooting_att,true_shooting_pct,biggest_lead,fouls_drawn,offensive_fouls,efficiency,efficiency_game_score,defensive_rating,offensive_rating,coach_ejections,points_against,possessions,opponent_possessions,time_leading,defensive_points_per_possession,offensive_points_per_possession,team_fouls,total_fouls,second_chance_att,second_chance_made,second_chance_pct,fast_break_att,fast_break_made,fast_break_pct
03f3383b-48d8-4380-9868-4cce752a7297,87,loss,14221,4:00:00,35,86,40.7,9,38,23.7,26,48,54.2,5,8,12,66.7,11,36,21,10,3,1.0,22,0,0,87,18,7,1,16,6,0,1,0,0,46,6,0,53,47,21,-12,45.9,26,39,23,59.0,91.28,47.7,1,18,5,82,54.7,103.340292275574,85.0606179116152,0,99,102.28,95.8,00:43,0.97,0.85,0,22,12,3,25.0,13,6,46.2
2a2f1133-de1a-44e6-a3f6-55e25bad3313,112,win,15218,4:00:00,41,87,47.1,16,37,43.2,25,50,50.0,4,14,15,93.3,13,32,24,7,5,2.0,18,0,0,112,5,19,3,19,5,0,0,1,1,40,3,2,50,45,12,13,56.3,42,39,20,51.3,93.6,59.8,27,14,0,126,93.9,107.050173010381,117.154811715481,0,99,95.6,92.48,37:17,1.04,1.17,2,20,14,9,64.3,7,2,28.6
569f90da-90ba-4b6d-9476-bba63a6eb5dd,121,loss,18354,4:25:00,48,108,44.4,13,36,36.1,35,72,48.6,10,12,22,54.5,16,43,33,10,6,2.2,22,0,0,121,29,15,1,17,5,0,0,1,1,64,5,0,64,59,15,-4,50.5,51,56,32,57.1,117.68,51.4,12,21,4,133,98.2,105.325244354567,102.821210061183,0,125,117.68,118.68,22:26,1.06,1.03,2,24,15,6,40.0,13,10,76.9
d4033926-7cca-40e8-8487-477bfa052ce2,116,win,19337,4:00:00,43,93,46.2,12,43,27.9,31,50,62.0,3,18,25,72.0,14,36,25,9,7,1.79,22,0,0,116,16,9,1,20,10,0,0,0,0,38,5,5,60,50,14,10,52.7,52,30,19,63.3,104.0,55.8,12,21,4,132,94.5,102.474864655839,110.47619047619,0,106,105.0,103.44,28:34,1.01,1.1,0,22,11,4,36.4,9,5,55.6
303ada88-e84a-40dc-89fa-d3b932e45496,111,loss,14082,4:00:00,43,88,48.9,15,40,37.5,28,48,58.3,4,10,13,76.9,8,25,22,6,2,1.22,21,0,0,111,2,19,1,24,12,0,0,0,0,48,8,4,45,33,18,-9,57.4,30,39,24,61.5,93.72,59.2,12,14,1,97,74.9,119.331742243437,105.996944232238,0,120,104.72,100.56,22:14,1.15,1.06,0,21,12,8,66.7,4,1,25.0
21be4acd-531e-4cc4-94b9-672ad2b5e3e5,99,loss,15541,4:00:00,40,93,43.0,11,36,30.6,29,57,50.9,4,8,9,88.9,9,35,24,5,6,2.67,19,0,0,99,12,12,1,13,7,0,0,1,0,48,5,2,51,44,9,-3,48.9,28,41,24,58.5,96.96,51.1,16,14,2,106,75.7,109.114249037227,101.061657819518,0,102,97.96,93.48,33:56,1.04,1.01,1,20,10,5,50.0,6,5,83.3
9b6546d0-81fb-4dd6-849c-ca1fb00d36b2,107,loss,noinfo,4:00:00,37,85,43.5,10,29,34.5,27,56,48.2,7,23,28,82.1,10,27,18,9,5,1.38,21,0,0,107,6,14,0,20,7,0,1,0,0,50,6,1,44,37,13,-9,49.4,35,48,25,52.1,97.32,55.0,6,20,1,101,79.1,113.993710691824,106.658692185008,0,116,100.32,101.76,6:55,1.16,1.07,0,21,11,6,54.5,8,3,37.5
f9719b3a-551c-4a1c-a753-c01cb0f5a768,93,loss,17732,4:00:00,33,85,38.8,14,43,32.6,19,42,45.2,2,13,14,92.9,4,38,21,7,7,1.4,24,0,0,93,17,4,1,19,3,0,0,0,0,34,2,1,45,42,15,-13,47.1,21,33,17,51.5,91.16,51.0,8,19,4,95,62.5,100.531107738998,90.1512214036448,0,106,103.16,105.44,6:56,1.03,0.9,0,24,5,2,40.0,12,7,58.3
264b7a63-6c81-48c1-8bd9-154907143a33,108,loss,17341,4:00:00,39,95,41.1,14,51,27.5,25,44,56.8,4,16,21,76.2,13,30,22,10,3,2.75,18,0,0,108,18,13,1,16,9,0,0,1,1,38,6,3,52,43,8,-5,48.4,24,34,19,55.9,104.24,51.8,0,20,0,115,85.5,107.129313613955,107.741420590583,0,113,100.24,105.48,00:00,1.13,1.08,2,20,13,6,46.2,11,7,63.6
ed4da153-4b19-437a-bb1c-bd18167f2ca3,116,win,16241,4:00:00,39,84,46.4,15,36,41.7,24,48,50.0,3,23,31,74.2,13,35,22,11,6,1.69,20,0,0,116,13,20,1,30,8,0,1,0,0,44,5,3,56,48,13,20,55.4,42,38,22,57.9,97.64,59.4,26,26,2,139,98.8,91.1161731207289,117.599351175994,0,96,98.64,105.36,22:30,0.97,1.18,0,20,11,7,63.6,8,5,62.5
