Game Id,points,result,attendance,minutes,field_goals_made,field_goals_att,field_goals_pct,three_points_made,three_points_att,three_points_pct,two_points_made,two_points_att,two_points_pct,blocked_att,free_throws_made,free_throws_att,free_throws_pct,offensive_rebounds,defensive_rebounds,assists,steals,blocks,assists_turnover_ratio,personal_fouls,ejections,foulouts,points,fast_break_pts,second_chance_pts,team_turnovers,points_off_turnovers,team_rebounds,flagrant_fouls,player_tech_fouls,team_tech_fouls,coach_tech_fouls,points_in_paint,team_offensive_rebounds,team_defensive_rebounds,total_rebounds,total_turnovers,personal_rebounds,player_turnovers,field_goals_at_rim_made,field_goals_at_rim_att,field_goals_at_rim_pct,field_goals_at_midrange_made,field_goals_at_midrange_att,field_goals_at_midrange_pct,bench_points,biggest_lead,effective_fg_pct,efficiency,efficiency_game_score,fouls_drawn,offensive_fouls,pls_min,points_in_paint_att,points_in_paint_made,points_in_paint_pct,total_fouls,true_shooting_att,true_shooting_pct,coach_ejections,defensive_rating,offensive_rating,points_against,possessions,opponent_possessions,time_leading,defensive_points_per_possession,offensive_points_per_possession,team_fouls,second_chance_att,second_chance_made,second_chance_pct,fast_break_att,fast_break_made,fast_break_pct,home_away,capacity
9a4d3988-60f3-4b77-beb1-be5c26e804aa,114,loss,19812,4:00:00,42,83,50.6,16,38,42.1,26,45,57.8,3,14,17,82.4,8,37,33,3,6,2.2,15,0,0,114,22,13,0,7,6,0,0,0,0,50,4,2,51,15,45,15,19,28,67.9,1,9,11.1,24,9,60.2,141,97.5,17,3,-3,35,25,71.4,15,90.48,63.0,0,123.106060606061,116.947066064834,117,97.48,95.04,24:04,1.2,1.17,0,8,6,75.0,14,9,64.3,away,19812
